"FISCAL_YEAR","FISCAL_COUNT","SYSTEM_ID","SYSTEM_NAME","NCES School ID","NCES District ID","SCHOOL_ID","UNIQUESCHOOLID","SCHOOL_NAME","GRADE_RANGE","FAC_SCHTYPE","Street Address","ZIP","Locale Code*","Locale*","Locale","lon","lat","schoolgeom","Total Student Count","Hispanic","American Indian","Asian","Black","Pacific Islander","White","Two or More Races","Female","Male","COURSE_TAKER_CS","Hispanic_CS","American Indian_CS","Asian_CS","Black_CS","Pacific Islander_CS","White_CS","Two or More Races_CS","Female_CS","Male_CS","Student Teacher Ratio*","Free Lunch*","Reduced Lunch*","Type","DI_Asian","DI_Black","DI_Hispanic","DI_White","DI_Female","Classification","Has Extra Teacher","School classification","Total CS Teachers","Student-Teacher Ratio (CS)","SWD Total","URG","COURSE_TITLE","SUM_POP","Less than High School","CMPLTHS and Higher","CompButNoInternet","No Computer","White population_Weighted_Income","Black population_Weighted_Income","Asian population_Weighted_Income","Hispanic population_Weighted_Income","Total_Pop_Weighted_Avg_Income","White_Weighted_Avg_Distance","Black_Weighted_Avg_Distance","Asian_Weighted_Avg_Distance","Hispanic_Weighted_Avg_Distance","Total_Missing_BGs for income","Missing_Percentage"
2024,1,664,Gordon County,130243001959,1302430,286,"6640286",Gordon Central High School,"09-12",H,"335 Warrior Path NE","30701","32",Town: Distant,Town,-84.9218131,34.5174966,"0101000020AD10000090615FFCFE3A55C046651E543D424140",844.0,270.0,3.0,5.0,26.0,1.0,513.0,26.0,405.0,439.0,16.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,4.0,12.0,15.67,456.0,89.0,Regular,-0.006,0.032,0.055,-0.045,-0.23,In Person,false,In Person without extra teacher,1.0,844.0,0.0,0.351,"Computer Science Principles, Programming, Games, Apps and Society",20068.0,15.4325294000399,55.0528204106039,17.4606338449272,5.20231213872832,39392.8606651724,10602.0,,22314.4914150385,34208.6415583782,3005.83158600709,3304.90082622443,1878.31599666569,2312.94586230781,16.0,42.1052631578947
2024,1,665,Grady County,130246001083,1302460,1050,"6651050",Cairo High School,"09-12",H,"455 5th St SE","39828","32",Town: Distant,Town,-84.1994271,30.8726928,"0101000020AD100000E91BE269C30C55C065749BCB68DF3E40",1299.0,336.0,5.0,9.0,410.0,0.0,505.0,34.0,644.0,655.0,19.0,6.0,0.0,0.0,7.0,0.0,6.0,0.0,4.0,15.0,15.87,1274.0,0.0,Regular,-0.007,0.053,0.057,-0.073,-0.285,In Person,false,In Person without extra teacher,1.0,1299.0,0.0,0.574,Computer Science Principles,21792.0,12.5734214390602,54.2492657856094,8.20484581497797,6.17657856093979,31867.0614331514,23666.835394862,,12661.2125330313,22305.820098423,2198.115735914,1867.26036073207,361.453252700174,1956.40892555233,11.0,18.9655172413793
2024,1,666,Greene County,130249002386,1302490,401,"6660401",Greene County High School,"09-12",H,"1002 S Main St","30642","32",Town: Distant,Town,-83.182987,33.5635474,"0101000020AD100000F6251B0FB6CB54C0775F3A5222C84040",426.0,73.0,3.0,0.0,306.0,0.0,34.0,10.0,207.0,219.0,,,,,,,,,,,8.81,409.0,0.0,Regular,,,,,,No,false,No without extra teacher,,,,0.89,,16758.0,10.5442176870748,61.7257429287505,11.5168874567371,10.3293949158611,58471.819979886,20526.9273356401,42622.1348314607,28229.0280898876,29051.40190527,6115.01286199731,3599.7037417652,11298.5801148406,7667.46654832482,9.0,18.75
2024,1,667,Gwinnett County,130255002387,1302550,101,"6670101",Grayson High School,"09-12",H,"50 Hope Hollow Rd","30052","21",Suburb: Large,Suburb,-83.9221516,33.8678884,"0101000020AD1000000FFD248804FB54C0F44993F716EF4040",3484.0,654.0,12.0,216.0,2017.0,5.0,406.0,174.0,1738.0,1746.0,202.0,29.0,4.0,29.0,106.0,0.0,25.0,9.0,43.0,159.0,17.05,1020.0,367.0,Regular,0.082,-0.054,-0.044,0.007,-0.286,Both,true,Both with extra teacher,8.0,435.5,17.0,0.767,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Introduction to Cybersecurity, Advanced Cybersecurity",34944.0,2.28079212454212,55.1682692307692,1.29063644688645,1.59684065934066,44136.3898305085,34150.7907134908,30523.0,20020.3410743608,33040.1150174639,2304.22649259297,2326.54399676778,1927.5346551562,2808.69111480587,16.0,26.6666666666667
2024,1,667,Gwinnett County,130255001132,1302550,103,"6670103",Norcross High School,"09-12",H,"5300 Spalding Dr","30092","21",Suburb: Large,Suburb,-84.2120423,33.9669677,"0101000020AD10000097F7DD19920D55C0E8E4FB98C5FB4040",2395.0,1351.0,0.0,95.0,587.0,0.0,293.0,69.0,1192.0,1203.0,81.0,30.0,0.0,8.0,23.0,0.0,14.0,6.0,17.0,64.0,15.48,1387.0,272.0,Regular,0.059,0.039,-0.194,0.051,-0.288,Both,false,Both without extra teacher,4.0,598.75,10.0,0.809,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity",58888.0,6.78576280396685,61.3011139790789,4.27081918217634,1.42983290313816,66483.3982282822,32957.6534000636,53597.9107598978,24299.0160846737,37007.355208007,2620.8282805562,2899.70963420451,2509.48123101399,2914.85843380515,18.0,12.6760563380282
2024,1,667,Gwinnett County,130255003376,1302550,105,"6670105",Mill Creek High School,"09-12",H,"4400 Braselton Hwy","30548","21",Suburb: Large,Suburb,-83.8784145,34.078755,"0101000020AD100000427573F137F854C0C0B2D2A4140A4140",2748.0,416.0,5.0,313.0,635.0,3.0,1237.0,139.0,1413.0,1335.0,135.0,12.0,0.0,51.0,15.0,0.0,55.0,2.0,42.0,93.0,17.11,446.0,187.0,Regular,0.264,-0.12,-0.062,-0.043,-0.203,In Person,true,In Person with extra teacher,6.0,458.0,9.0,0.382,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity",21344.0,3.28429535232384,57.1026986506747,2.1551724137931,1.24625187406297,51850.0693828157,29541.1952054795,30861.0376237624,41829.8763592429,41451.6373118649,2410.05101856944,2280.86181659484,2641.15501030275,2000.8260151828,8.0,21.6216216216216
2024,1,667,Gwinnett County,130255001114,1302550,176,"6670176",Parkview High School,"09-12",H,"998 Cole Rd SW","30047","21",Suburb: Large,Suburb,-84.1138255,33.8591099,"0101000020AD100000DAFCBFEA480755C0BD152E50F7ED4040",3280.0,946.0,5.0,679.0,898.0,4.0,624.0,124.0,1569.0,1711.0,177.0,15.0,2.0,95.0,37.0,1.0,22.0,5.0,48.0,129.0,18.74,1081.0,379.0,Regular,0.33,-0.065,-0.204,-0.066,-0.207,In Person,false,In Person without extra teacher,6.0,546.67,9.0,0.562,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",34164.0,5.98290598290598,63.63130780939,2.91827654841353,0.968856105842407,48876.4865702479,44820.9603412152,34291.8459273798,26072.1938527905,39590.0871831254,1981.65349628808,1960.59134284176,1740.79303136549,1779.03904609024,13.0,13.9784946236559
2024,1,667,Gwinnett County,130255001906,1302550,182,"6670182",Brookwood High School,"09-12",H,"1255 Dogwood Rd","30078","21",Suburb: Large,Suburb,-84.0411929,33.8834254,"0101000020AD100000F4948BE7A20255C055BA601514F14040",3883.0,718.0,7.0,737.0,1227.0,2.0,1013.0,179.0,1911.0,1972.0,409.0,43.0,0.0,182.0,92.0,0.0,82.0,10.0,110.0,299.0,19.09,881.0,372.0,Regular,0.255,-0.091,-0.08,-0.06,-0.223,Both,false,Both without extra teacher,8.0,485.38,20.0,0.501,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Programming, Games, Apps and Society, Introduction to Cybersecurity, Advanced Cybersecurity",43980.0,4.27694406548431,57.1259663483402,2.39881764438381,0.3706230104593,53147.3418993173,49917.3962962963,28699.0952449361,28251.5784102061,39210.0830619988,1932.0557636601,1897.7977066913,1888.01147030307,2259.85380475574,11.0,12.3595505617978
2024,1,667,Gwinnett County,130255001937,1302550,185,"6670185",Shiloh High School,"09-12",H,"4210 Shiloh Rd","30039","21",Suburb: Large,Suburb,-84.0698075,33.8236642,"0101000020AD100000FE60E0B9770455C069F118D46DE94040",2200.0,568.0,5.0,82.0,1396.0,2.0,77.0,70.0,992.0,1208.0,49.0,7.0,0.0,6.0,35.0,0.0,0.0,1.0,14.0,35.0,16.42,1156.0,270.0,Regular,0.085,0.08,-0.115,-0.035,-0.165,In Person,false,In Person without extra teacher,5.0,440.0,3.0,0.893,"Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Introduction to Cybersecurity, Advanced Cybersecurity",41275.0,4.73410054512417,61.6087219866747,3.53725015142338,1.34948516050878,41895.3793667183,36393.3369502542,37001.5516556291,24946.0926796508,33279.9007771451,2160.10934814612,1860.56506803911,1832.30062640295,2211.30494570049,9.0,9.47368421052632
2024,1,667,Gwinnett County,130255001980,1302550,187,"6670187",Meadowcreek High School,"09-12",H,"4455 Steve Reynolds Blvd","30093","21",Suburb: Large,Suburb,-84.1488507,33.9211878,"0101000020AD100000261F16C5860955C0B23C597BE9F54040",2640.0,2015.0,2.0,123.0,427.0,2.0,42.0,29.0,1168.0,1472.0,274.0,183.0,1.0,41.0,39.0,1.0,7.0,2.0,50.0,224.0,14.46,1827.0,282.0,Regular,0.103,-0.019,-0.095,0.01,-0.26,In Person,false,In Person without extra teacher,3.0,880.0,21.0,0.925,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Web Development",47912.0,16.0064284521623,42.4903990649524,16.6597094673568,2.20195358156621,38209.1425046268,28391.1751883746,29957.8501031992,18084.9241440857,19693.6472927218,1907.32103428781,1938.03110630463,2212.2502668376,2231.39521276346,20.0,15.8730158730159
2024,1,667,Gwinnett County,130255000959,1302550,195,"6670195",Collins Hill High School,"09-12",H,"50 Taylor Rd","30024","21",Suburb: Large,Suburb,-84.0209816,34.015917,"0101000020AD100000567435C3570155C0A839799109024140",2607.0,866.0,1.0,276.0,920.0,3.0,402.0,139.0,1270.0,1337.0,68.0,8.0,1.0,24.0,20.0,0.0,13.0,2.0,14.0,54.0,17.58,883.0,350.0,Regular,0.247,-0.059,-0.215,0.037,-0.281,In Person,true,In Person with extra teacher,8.0,325.88,7.0,0.685,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Introduction to Cybersecurity, Advanced Cybersecurity",48657.0,5.71962924142467,59.2864336066753,2.76219249028917,0.493248658980208,49012.1587798409,37203.8571742474,29266.7245425868,38445.5989106978,38382.4239735687,2094.39737420302,2115.71854383151,2189.13920986167,2189.52799286967,6.0,5.60747663551402
2024,1,667,Gwinnett County,130255002903,1302550,805,"6670805",Peachtree Ridge High School,"09-12",H,"1555 Old Peachtree Rd NW","30024","21",Suburb: Large,Suburb,-84.0861034,34.0133695,"0101000020AD100000C3C4D5B7820555C0C7A17E17B6014140",3307.0,859.0,3.0,892.0,1029.0,1.0,397.0,126.0,1679.0,1628.0,305.0,33.0,0.0,150.0,73.0,0.0,38.0,11.0,90.0,215.0,18.74,900.0,334.0,Regular,0.222,-0.072,-0.152,0.005,-0.213,In Person,true,In Person with extra teacher,8.0,413.38,25.0,0.571,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Web Development, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",37123.0,2.82035395846241,61.4093688548878,0.646499474719177,0.328637232982248,65169.9439879918,45614.4678571429,48169.7395192387,34125.4660894661,48440.1504284594,1981.13906492138,2064.57212215023,1980.74868401672,2510.71419107703,8.0,10.5263157894737
2024,1,667,Gwinnett County,130255003998,1302550,1018,"6671018",Lanier High School,"09-12",H,"918 Buford Hwy","30518","21",Suburb: Large,Suburb,-84.0327953,34.0842291,"0101000020AD100000993D7551190255C08EEFE604C80A4140",1863.0,552.0,6.0,172.0,384.0,3.0,659.0,87.0,901.0,962.0,207.0,34.0,1.0,49.0,40.0,1.0,68.0,14.0,64.0,143.0,15.78,493.0,197.0,Regular,0.144,-0.013,-0.132,-0.025,-0.174,In Person,true,In Person with extra teacher,4.0,465.75,11.0,0.502,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Introduction to Cybersecurity",26282.0,5.06430256449281,58.8121147553459,10.5889962712122,1.24419754965376,45842.3250119104,46411.3468185389,32881.635873606,17958.9916547449,35133.4787264448,1931.24339296977,2235.79465717435,1764.42856564865,2287.9032204868,7.0,13.7254901960784
2024,1,667,Gwinnett County,130255003553,1302550,1019,"6671019","Gwinnett School of Mathematics, Science and Technology","09-12",H,"970 Mcelvaney Ln","30044","21",Suburb: Large,Suburb,-84.0604325,33.9526929,"0101000020AD10000064C74620DE0355C0D25048D7F1F94040",1275.0,125.0,2.0,609.0,314.0,1.0,177.0,47.0,581.0,694.0,416.0,36.0,1.0,232.0,77.0,1.0,56.0,13.0,125.0,291.0,16.5,239.0,150.0,Regular,0.08,-0.061,-0.012,-0.004,-0.155,In Person,true,In Person with extra teacher,6.0,212.5,2.0,0.344,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Programming, Games, Apps and Society, Advanced Cybersecurity",50448.0,10.1530288614018,49.1179035838884,4.71574690770695,1.6849032667301,29740.6414992439,33981.3381869773,29003.356238698,21510.3919391885,25735.5178936836,838.770310110358,1010.76864166921,1605.61058341729,785.337939869488,5.0,5.15463917525773
2024,1,667,Gwinnett County,130255001905,1302550,1050,"6671050",Berkmar High School,"09-12",H,"405 Pleasant Hill Rd NW","30047","21",Suburb: Large,Suburb,-84.1138255,33.9077594,"0101000020AD100000DAFCBFEA480755C07CD1C37531F44040",3089.0,2233.0,4.0,205.0,552.0,1.0,64.0,30.0,1475.0,1614.0,176.0,109.0,1.0,25.0,36.0,0.0,5.0,0.0,53.0,123.0,15.87,1941.0,374.0,Regular,0.076,0.026,-0.104,0.008,-0.176,In Person,true,In Person with extra teacher,6.0,514.83,24.0,0.902,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles",39962.0,14.4587357990091,44.4347129773285,4.13392723086933,2.69756268455032,43876.6054001301,31568.036427202,21589.4606169512,19074.2601163072,23242.4520686868,1931.4715121385,1568.40947699517,1607.25237634337,1602.75660699995,9.0,10.1123595505618
2024,1,667,Gwinnett County,130255003916,1302550,1410,"6671410",Mountain View High School,"09-12",H,"2351 Sunny Hill Rd","30043","21",Suburb: Large,Suburb,-83.9512426,34.0512432,"0101000020AD100000F863A428E1FC54C03A121E238F064140",2285.0,680.0,3.0,242.0,682.0,4.0,592.0,82.0,1123.0,1162.0,67.0,11.0,0.0,17.0,20.0,0.0,15.0,4.0,13.0,54.0,17.24,654.0,260.0,Regular,0.148,0.0,-0.133,-0.035,-0.297,In Person,true,In Person with extra teacher,4.0,571.25,6.0,0.596,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles",35279.0,5.07383996145016,60.3475155191474,2.49440176875762,0.0963746137929079,48709.1150973788,48830.6763212338,27863.5061994609,29406.1621659243,35639.5537193733,2297.92184239252,1938.42716621797,2073.78750982139,2217.99225706638,14.0,17.5
2024,1,667,Gwinnett County,130255003838,1302550,1710,"6671710",Archer High School,"09-12",H,"2255 New Hope Rd","30045","21",Suburb: Large,Suburb,-83.8936173,33.9162209,"0101000020AD100000F3A89D0631F954C0B2B4F8B946F54040",3076.0,613.0,7.0,112.0,1678.0,3.0,513.0,150.0,1492.0,1584.0,173.0,34.0,1.0,10.0,86.0,1.0,23.0,18.0,35.0,138.0,19.42,1022.0,331.0,Regular,0.021,-0.048,-0.003,-0.034,-0.283,In Person,true,In Person with extra teacher,6.0,512.67,30.0,0.745,"Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",24354.0,2.71413320193808,56.9146752073581,1.21951219512195,2.38153896690482,57119.199533903,34507.3337764779,59015.4545454545,24078.8068669528,39226.3681676516,2671.84433478763,2073.58426337506,2197.93615615382,2869.54074967936,12.0,29.2682926829268
2024,1,667,Gwinnett County,130255004212,1302550,1814,"6671814",Discovery High School,"09-12",H,"1335 Old Norcross Rd","30046","21",Suburb: Large,Suburb,-84.0345856,33.9553504,"0101000020AD100000673A85A6360255C03A1C02EC48FA4040",2730.0,1544.0,4.0,216.0,789.0,3.0,122.0,52.0,1335.0,1395.0,207.0,98.0,1.0,34.0,60.0,1.0,8.0,5.0,45.0,162.0,16.5,1612.0,423.0,Regular,0.085,0.001,-0.092,-0.006,-0.272,Both,true,Both with extra teacher,6.0,455.0,14.0,0.855,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity",22786.0,9.74721320108839,51.1454401825682,5.36733081716844,0.987448433248486,43191.7299421009,27089.7276078646,26210.8872604284,20358.2121521201,26390.476524352,1338.54295898946,991.051078933084,1341.01094881666,1468.201080684,2.0,4.16666666666667
2024,1,667,Gwinnett County,130255004344,1302550,1819,"6671819",McClure Health Science High School,"09-12",H,"3921 CLUB PL","30096","21",Suburb: Large,Suburb,-84.1480278,33.9531477,"0101000020AD10000086F99749790955C0FAE06BBE00FA4040",1171.0,821.0,1.0,120.0,187.0,1.0,26.0,15.0,695.0,476.0,45.0,29.0,1.0,7.0,7.0,0.0,0.0,1.0,14.0,31.0,16.42,828.0,166.0,Regular,0.053,-0.004,-0.057,-0.022,-0.282,In Person,true,In Person with extra teacher,2.0,585.5,1.0,0.861,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles",52095.0,9.03733563681735,54.8670697763701,9.8761877339476,1.86966119589212,50547.118036981,34817.7999708412,35111.4798649325,19020.4652672824,28947.9500047742,1713.44062005788,1038.21459414596,1491.19917217385,1422.13654747783,19.0,14.9606299212598
2024,1,667,Gwinnett County,130255004425,1302550,1820,"6671820",Seckinger High School,"09-12",H,"3655 Sardis Church Road","30519","21",Suburb: Large,Suburb,-83.9117421,34.0794292,"0101000020AD100000BA7889FB59FA54C0792C6CBC2A0A4140",2008.0,432.0,6.0,352.0,570.0,2.0,557.0,89.0,978.0,1030.0,82.0,7.0,0.0,30.0,19.0,0.0,23.0,3.0,17.0,65.0,20.68,417.0,137.0,Regular,0.191,-0.052,-0.13,0.003,-0.28,Both,true,Both with extra teacher,5.0,401.6,4.0,0.499,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation",25520.0,8.60109717868339,56.3009404388715,1.37931034482759,1.06974921630094,56270.0393296854,32171.040828763,54731.954964176,35071.9204668838,39456.5402202096,2064.71136922181,2030.46147964836,1884.65114030183,2488.62398587748,10.0,20.4081632653061
2024,1,667,Gwinnett County,130255001135,1302550,2558,"6672558",South Gwinnett High School,"09-12",H,"2288 Main St E","30078","21",Suburb: Large,Suburb,-84.0073229,33.85381,"0101000020AD100000C20078FA770055C0B77F65A549ED4040",2588.0,542.0,5.0,54.0,1818.0,4.0,88.0,77.0,1285.0,1303.0,129.0,19.0,0.0,7.0,91.0,0.0,6.0,6.0,29.0,100.0,18.04,1255.0,296.0,Regular,0.033,0.003,-0.062,0.013,-0.272,In Person,true,In Person with extra teacher,7.0,369.71,6.0,0.912,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Introduction to Cybersecurity, Advanced Cybersecurity",37107.0,6.24679979518689,64.095723178915,3.2231115422966,1.50106448917994,38161.6738948426,31975.6711990893,44777.7481927711,20480.5505041247,30209.9129526998,2133.57179206799,2220.61839897474,1937.67098565928,2069.76427914422,15.0,17.8571428571429
2024,1,667,Gwinnett County,130255001129,1302550,3750,"6673750",Central Gwinnett High School,"09-12",H,"564 W Crogan St","30046","21",Suburb: Large,Suburb,-84.0002161,33.9481266,"0101000020AD100000B19B638A030055C0DDBB61365CF94040",2444.0,949.0,4.0,109.0,1042.0,1.0,238.0,101.0,1222.0,1222.0,126.0,37.0,0.0,19.0,52.0,0.0,14.0,4.0,29.0,97.0,15.03,1276.0,289.0,Regular,0.106,-0.014,-0.095,0.014,-0.27,Both,false,Both without extra teacher,5.0,488.8,6.0,0.815,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",40696.0,9.50461961863574,55.7155494397484,7.46264989188127,3.25584824061333,36418.5292775665,33372.4581403155,28229.843373494,26247.2423357664,29188.0695679783,1747.46142615648,2594.15079851068,2664.49421265344,2202.99305036833,10.0,10.6382978723404
2024,1,667,Gwinnett County,130255001127,1302550,4052,"6674052",Dacula High School,"09-12",H,"123 Broad St","30019","21",Suburb: Large,Suburb,-83.9006462,33.9906704,"0101000020AD1000001191F52FA4F954C0C08EA449CEFE4040",2534.0,689.0,1.0,110.0,1240.0,4.0,391.0,99.0,1234.0,1300.0,138.0,19.0,0.0,13.0,82.0,0.0,21.0,3.0,43.0,95.0,17.43,971.0,300.0,Regular,0.051,0.105,-0.134,-0.002,-0.175,Both,true,Both with extra teacher,6.0,422.33,16.0,0.761,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Web Development, Computer Science Principles, Introduction to Cybersecurity",38713.0,6.14263942344949,53.0777774907654,5.16622323250588,0.100741353033865,44227.7206284153,34118.2838550247,20095.2885326757,25209.0846445221,32511.4667191932,2876.65820131833,2955.56017214877,3118.10094407913,3088.08874339305,15.0,20.2702702702703
2024,1,667,Gwinnett County,130255001123,1302550,4556,"6674556",North Gwinnett High School,"09-12",H,"20 Level Creek Rd","30024","21",Suburb: Large,Suburb,-84.0702564,34.0861396,"0101000020AD1000006B15B3147F0455C0FD71569F060B4140",3069.0,306.0,1.0,965.0,420.0,1.0,1200.0,176.0,1514.0,1555.0,261.0,9.0,0.0,155.0,15.0,0.0,70.0,12.0,81.0,180.0,18.93,243.0,143.0,Regular,0.279,-0.079,-0.065,-0.123,-0.183,Both,true,Both with extra teacher,9.0,341.0,9.0,0.237,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles, Introduction to Cybersecurity, Advanced Cybersecurity",32939.0,4.03169495127357,59.7650201888339,2.10692492182519,0.916846291629983,54267.0873932959,34658.1566568669,38661.1362918282,31479.5037453184,41142.2872637703,2297.07466821304,2095.18623367036,2050.88500472743,2404.13308328441,17.0,23.943661971831
2024,1,667,Gwinnett County,130255001118,1302550,5550,"6675550",Duluth High School,"09-12",H,"3737 Brock Rd","30096","21",Suburb: Large,Suburb,-84.1441732,34.0092045,"0101000020AD1000006BBD3A223A0955C0EF3CF19C2D014140",2667.0,1287.0,7.0,311.0,635.0,4.0,311.0,112.0,1274.0,1393.0,228.0,62.0,2.0,68.0,49.0,0.0,40.0,7.0,64.0,164.0,17.15,1131.0,325.0,Regular,0.182,-0.023,-0.211,0.059,-0.197,In Person,false,In Person without extra teacher,3.0,889.0,20.0,0.721,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation, Computer Science Principles",31091.0,3.96899424270689,64.3369463831977,4.85027821556077,1.40233508089158,60328.9133706685,36511.1525207403,48704.1796159157,31587.6568020188,40964.468148606,1518.54554012908,2169.89724343447,1905.43975541332,1824.4266099185,11.0,15.0684931506849
2024,1,668,Habersham County,130258001145,1302580,2052,"6682052",Habersham Central High School,"09-12",H,"2059 State Hwy 197 S","30563","41",Rural: Fringe,Rural,-83.494221,34.5532449,"0101000020AD100000C5FF1D51A1DF54C0E31698BAD0464140",1536.0,490.0,1.0,39.0,43.0,0.0,912.0,51.0,778.0,758.0,10.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,7.0,17.08,590.0,126.0,Regular,0.175,-0.028,-0.119,0.006,-0.207,Virtual,false,Virtual without extra teacher,,,0.0,0.347,Computer Science Principles,43603.0,14.5127628832878,52.9504850583676,5.4124716189253,6.02710822649818,31362.6371371525,18265.9823529412,20537.4180064309,19513.496442026,25470.2163270426,6373.90020013039,6916.17926539627,6109.92487587065,6114.46346929218,27.0,28.7234042553192
2024,1,669,Hall County,130261002569,1302610,102,"6690102",Chestatee High School,"09-12",H,"3005 Sardis Rd","30506","22",Suburb: Midsize,Suburb,-83.8931829,34.3483366,"0101000020AD1000002C369CE829F954C0FB7F304B962C4140",1218.0,687.0,0.0,11.0,22.0,0.0,480.0,18.0,597.0,621.0,26.0,5.0,0.0,1.0,0.0,0.0,19.0,1.0,4.0,22.0,15.75,488.0,110.0,Regular,0.029,-0.018,-0.372,0.337,-0.336,Both,true,Both with extra teacher,2.0,609.0,1.0,0.582,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Game Design: Animation and Simulation",40112.0,7.82558835261269,60.2537893897088,2.83207020343039,2.33097327483047,53592.4054375175,30828.0164424514,,22173.2159670782,41003.2584787522,3991.27796921628,3176.31622843615,5497.82703620146,4856.47512327313,30.0,38.961038961039
2024,1,669,Hall County,130261002043,1302610,189,"6690189",West Hall High School,"09-12",H,"5500 McEver Rd","30566","22",Suburb: Midsize,Suburb,-83.910751,34.2191236,"0101000020AD10000027F38FBE49FA54C012E4FB3D0C1C4140",1248.0,753.0,0.0,23.0,102.0,1.0,337.0,32.0,584.0,664.0,18.0,8.0,0.0,1.0,1.0,0.0,7.0,1.0,10.0,8.0,15.97,537.0,102.0,Regular,0.037,-0.026,-0.159,0.119,0.088,Both,false,Both without extra teacher,2.0,624.0,0.0,0.685,"Advanced Placement Computer Science Principles, Computer Science Principles",29811.0,6.05145751568213,63.1914394015632,1.30824192412197,1.92546375498977,56380.7314682741,29096.3702290076,68676.1236749117,31449.3841989511,45145.4169165245,3676.52516268474,4580.15990112402,4078.01052100197,2196.35279190314,11.0,21.5686274509804
2024,1,669,Hall County,130261002571,1302610,202,"6690202",Flowery Branch High,"09-12",H,"4450 Hog Mountain Rd","30542","22",Suburb: Midsize,Suburb,-83.9019483,34.1857142,"0101000020AD100000B3CB5C85B9F954C08FB39F7BC5174140",1350.0,408.0,2.0,48.0,88.0,1.0,748.0,55.0,668.0,682.0,34.0,8.0,0.0,3.0,3.0,0.0,19.0,1.0,3.0,31.0,16.56,314.0,114.0,Regular,0.053,0.023,-0.067,0.005,-0.407,Both,false,Both without extra teacher,1.0,1350.0,4.0,0.367,"Advanced Placement, Computer Science A, Advanced Placement Computer Science Principles, Computer Science Principles",33116.0,4.3090953013649,60.2458026331683,1.77557676047832,1.47360792366228,48334.9864165589,45091.7475312706,53499.2706576729,30548.0897065897,42309.2814636173,4238.9449384325,4891.47041367126,12484.320525088,2869.17169994687,9.0,14.5161290322581
2024,1,669,Hall County,130261004327,1302610,391,"6690391",Cherokee Bluff High School,"09-12",H,"6603 Spout Springs Rd","30542","41",Rural: Fringe,Rural,-83.8863939,34.1506016,"0101000020AD100000EEF77AADBAF854C0D65CC9E946134140",1207.0,307.0,1.0,18.0,73.0,1.0,760.0,47.0,602.0,605.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,16.98,193.0,80.0,Regular,-0.015,-0.06,-0.254,0.37,-0.499,In Person,true,In Person with extra teacher,2.0,603.5,0.0,0.315,Computer Science Principles,38757.0,5.89828934128029,61.0392961271512,0.632143870784632,2.15186933973218,51263.8245767023,39660.3243112615,47264.854846566,42053.0163641013,44726.6736007705,3273.64448704341,3931.42309870915,4840.43507834614,3128.09702804288,18.0,25.7142857142857
